1.65
3.41
6.78
19.54
38.515
44.81
46.39
46.995
47.1
47.23
47.71
47.745
47.98
47.935
47.885
48.06
48.66
48.585
48.335
48.955
49.225
48.69
49.01
49.315
49.525
49.245

Problem: four_peaks
Algorithm: GA
Time Elapse: 17.0
Optimal Value: 58.0
