1.52
2.7
3.63
4.605
5.305
5.69
6.075
6.22
6.375
6.585
7.195
14.03
41.685
82.735
91.38
92.59
92.985
92.15
92.165
92.57
92.97
92.57
92.56
92.54
92.54
92.96

Problem: four_peaks
Algorithm: GA
Time Elapse: 6.0
Optimal Value: 93.0
