1.605
3.08
4.635
9.225
27.15
44.27
48.555
48.865
48.545
48.725
48.855
48.92
48.46
48.605
48.765
48.52
48.495
48.185
48.44
48.675
48.505
48.795
48.375
49.095
49.14
48.88

Problem: four_peaks
Algorithm: GA
Time Elapse: 57.0
Optimal Value: 50.0
