1.74
3.49
5.125
6.065
6.915
8.215
9.38
10.155
10.66
10.73
11.38
16.015
47.845
97.91
111.57
111.1
111.07
112.02
111.51
111.5
111.5
110.495
111.5
111.5
111.5
112.0

Problem: four_peaks
Algorithm: GA
Time Elapse: 11.0
Optimal Value: 112.0
