1.955
3.545
4.785
6.135
7.12
7.83
8.29
8.805
9.065
9.265
9.525
9.655
9.755
9.98
10.905
15.095
46.695
97.875
110.505
111.51
111.5
111.0
112.0
111.49
110.485
110.485

Problem: four_peaks
Algorithm: GA
Time Elapse: 21.0
Optimal Value: 112.0
