1.79
3.295
4.74
6.2
6.885
7.885
10.49
26.895
66.59
85.44
87.87
87.865
87.93
88.785
88.855
89.27
88.84
88.865
88.55
89.34
89.265
88.44
89.32
88.8
89.16
88.37

Problem: four_peaks
Algorithm: GA
Time Elapse: 107.0
Optimal Value: 91.0
