1.845
3.29
4.47
5.55
6.47
7.17
7.585
8.025
8.315
8.77
9.27
9.71
10.5
11.105
11.455
11.745
11.85
11.91
11.96
11.945
11.94
11.905
11.97
11.995
11.96
11.97

Problem: four_peaks
Algorithm: GA
Time Elapse: 27.0
Optimal Value: 13.0
