1.51
2.785
3.435
4.11
4.62
4.93
5.315
5.545
5.805
5.8
6.0
6.245
6.64
6.82
7.425
8.09
8.885
9.58
9.96
10.375
10.49
11.08
13.98
32.9
68.95
89.0

Problem: four_peaks
Algorithm: GA
Time Elapse: 5.0
Optimal Value: 91.0
