1.5
2.91
3.455
4.195
4.755
5.235
5.63
6.135
6.62
6.89
7.15
8.055
16.085
51.025
80.245
87.4
89.0
88.6
88.2
87.8
89.02
88.64
87.82
88.22
89.02
88.62

Problem: four_peaks
Algorithm: GA
Time Elapse: 6.0
Optimal Value: 93.0
