1.555
3.375
5.805
14.79
34.615
47.11
48.285
49.415
49.355
49.485
49.245
49.42
49.145
48.205
48.78
48.82
49.07
49.295
49.67
50.085
50.035
49.77
50.405
50.82
50.8
50.81

Problem: four_peaks
Algorithm: GA
Time Elapse: 95.0
Optimal Value: 61.0
