1.615
2.745
3.83
5.005
5.645
6.03
6.6
6.815
7.09
7.18
7.17
7.295
7.56
7.66
7.69
7.665
7.69
7.805
7.82
7.915
8.035
8.185
8.265
8.36
8.595
8.935

Problem: four_peaks
Algorithm: GA
Time Elapse: 24.0
Optimal Value: 12.0
