1.865
8.115
27.865
42.455
46.13
47.52
47.58
47.38
47.335
47.175
47.785
47.19
47.8
47.615
47.62
47.79
47.5
47.495
47.345
46.755
46.945
47.57
47.55
47.79
48.02
47.78

Problem: four_peaks
Algorithm: GA
Time Elapse: 46.0
Optimal Value: 53.0
