1.855
3.255
4.77
5.985
6.69
7.385
7.695
7.94
8.285
8.555
8.67
8.945
9.015
9.59
14.645
42.705
92.625
108.935
111.985
111.995
112.49
112.49
111.975
111.99
110.97
113.0

Problem: four_peaks
Algorithm: GA
Time Elapse: 8.0
Optimal Value: 113.0
