1.81
3.455
4.83
6.33
7.8
9.4
10.065
10.605
10.795
10.82
10.8
10.88
10.89
10.92
10.94
10.945
10.97
11.01
10.98
10.96
10.91
10.985
11.0
11.0
11.0
10.995

Problem: four_peaks
Algorithm: GA
Time Elapse: 179.0
Optimal Value: 11.0
