1.825
3.475
5.37
7.205
9.47
11.27
12.61
12.995
13.435
13.605
13.62
13.865
14.155
15.505
25.135
61.2
83.98
91.14
93.18
93.58
93.18
92.365
93.58
93.6
93.18
93.6

Problem: four_peaks
Algorithm: GA
Time Elapse: 8.0
Optimal Value: 94.0
