1.62
2.875
3.98
5.235
6.595
7.105
7.385
7.775
8.015
8.43
8.565
8.625
8.645
8.725
8.725
8.835
8.94
9.03
9.025
9.075
9.115
9.13
9.125
9.1
9.15
9.13

Problem: four_peaks
Algorithm: GA
Time Elapse: 339.0
Optimal Value: 10.0
