1.65
2.88
4.11
4.94
5.765
6.285
6.66
7.0
7.16
7.375
7.45
7.545
7.705
7.885
7.99
8.3
8.4
8.47
8.61
8.68
8.84
9.055
9.175
9.265
9.33
9.4

Problem: four_peaks
Algorithm: GA
Time Elapse: 257.0
Optimal Value: 10.0
