1.65
2.685
3.34
3.72
4.145
4.465
4.895
5.275
5.895
6.44
7.155
7.54
7.9
8.685
10.97
23.2
52.76
65.67
68.39
68.44
68.735
68.74
68.675
68.98
68.685
68.66

Problem: four_peaks
Algorithm: GA
Time Elapse: 372.0
Optimal Value: 69.0
