1.75
2.86
4.455
10.435
28.145
44.1
45.79
46.32
46.695
46.315
46.395
46.255
46.7
46.79
46.22
46.78
46.98
46.875
46.625
46.905
46.755
46.985
46.68
46.94
46.835
46.515

Problem: four_peaks
Algorithm: GA
Time Elapse: 36.0
Optimal Value: 48.0
