1.68
3.08
4.53
6.325
9.975
28.795
58.68
67.21
69.595
69.305
69.285
68.7
68.665
69.34
69.36
69.125
69.765
69.42
69.375
68.835
69.435
69.425
69.76
69.515
68.38
69.645

Problem: four_peaks
Algorithm: GA
Time Elapse: 14.0
Optimal Value: 70.0
