1.785
3.615
6.725
19.825
49.935
65.325
68.085
68.675
69.605
69.92
69.595
69.63
68.72
69.645
68.68
69.275
69.215
68.65
69.0
69.56
68.645
69.515
69.47
69.485
68.875
69.73

Problem: four_peaks
Algorithm: GA
Time Elapse: 182.0
Optimal Value: 71.0
