1.745
4.29
11.14
21.75
24.74
25.07
25.16
25.225
25.205
24.915
24.985
25.26
25.26
25.5
25.715
25.645
25.82
25.83
26.04
26.175
25.64
26.18
26.435
26.055
26.46
26.695

Problem: four_peaks
Algorithm: GA
Time Elapse: 29.0
Optimal Value: 37.0
