1.705
3.2
4.295
5.03
5.705
6.03
7.15
12.465
39.29
79.09
91.065
90.715
91.525
90.745
91.115
91.11
91.54
89.9
90.72
91.525
91.555
90.785
91.565
90.745
91.98
91.155

Problem: four_peaks
Algorithm: GA
Time Elapse: 10.0
Optimal Value: 95.0
