1.655
2.92
3.6
4.095
4.47
4.795
5.005
5.26
5.575
6.3
7.045
7.485
8.055
8.31
8.665
8.8
8.995
9.1
9.17
9.175
9.235
9.39
9.555
9.565
9.7
9.99

Problem: four_peaks
Algorithm: GA
Time Elapse: 8.0
Optimal Value: 12.0
