2.03
8.24
26.325
42.455
46.76
47.83
48.025
47.87
48.225
48.065
47.8
47.7
47.525
48.03
48.215
47.95
48.05
47.725
48.095
48.19
48.54
48.29
48.04
47.615
48.21
48.32

Problem: four_peaks
Algorithm: GA
Time Elapse: 12.0
Optimal Value: 50.0
