1.65
3.075
3.97
5.195
5.87
6.52
7.23
7.825
8.385
9.17
9.75
10.65
10.98
11.665
12.415
13.145
16.18
26.71
64.82
85.305
90.945
93.115
92.89
92.505
92.9
92.405

Problem: four_peaks
Algorithm: GA
Time Elapse: 5.0
Optimal Value: 95.0
