1.805
7.33
18.12
22.535
24.505
25.08
25.12
25.19
25.375
25.135
25.185
25.43
24.98
25.545
25.39
25.48
25.345
25.425
25.405
25.655
26.0
26.475
26.315
26.46
26.51
26.395

Problem: four_peaks
Algorithm: GA
Time Elapse: 7.0
Optimal Value: 34.0
