2.14
6.865
17.055
22.605
24.045
24.255
24.375
24.65
24.845
25.08
25.045
25.185
25.155
25.555
25.165
25.155
25.07
25.75
25.62
25.865
25.725
25.42
25.615
25.615
25.68
25.91

Problem: four_peaks
Algorithm: GA
Time Elapse: 7.0
Optimal Value: 34.0
